lon_grid,lat_grid,year,fatalities,n_events
4.9,36.6,2007,13,4
64.1,31.1,2007,13,1
65.4,32.9,2007,13,1
65.7,31.7,2007,13,1
66.1,32.1,2007,13,1
67,32.2,2007,13,5
67.8,31.8,2007,13,3
68.5,32.9,2007,13,2
68.9,32.4,2007,13,3
69.4,33.5,2007,13,4
69.6,35,2007,13,2
70.1,34.2,2007,13,3
70.5,35.1,2007,13,1
74.4,34.1,2007,13,2
74.4,34.5,2007,13,5
75.1,33.8,2007,13,5
3.7,36.8,2007,12,5
7.5,16.4,2007,12,1
41.2,34.4,2007,12,2
41.9,36.3,2007,12,3
41.9,37.5,2007,12,3
43,37.5,2007,12,1
44.1,34,2007,12,3
44.1,37.5,2007,12,6
44.8,38.2,2007,12,1
63.1,32,2007,12,1
63.8,35.7,2007,12,5
64.8,32.3,2007,12,2
65.4,31.5,2007,12,2
66.7,32,2007,12,4
66.7,32.3,2007,12,1
68.7,32.9,2007,12,3
69.3,32.5,2007,12,5
69.5,33,2007,12,1
69.9,33,2007,12,1
70.7,37.4,2007,12,1
70.8,34.3,2007,12,5
71,35.2,2007,12,3
73.7,34.4,2007,12,2
76.7,33.9,2007,12,5
32.5,15.6,2007,11,1
34.5,31.6,2007,11,6
40.2,37.9,2007,11,4
40.8,39.1,2007,11,5
41,38.5,2007,11,2
43.2,37.6,2007,11,5
45.8,32.5,2007,11,1
47.1,31.8,2007,11,1
47.2,31.6,2007,11,1
65.9,32.7,2007,11,4
67.3,31.4,2007,11,2
67.8,32.9,2007,11,3
69,36,2007,11,1
69.2,34,2007,11,4
69.4,33.4,2007,11,1
69.9,33.9,2007,11,1
70,33.4,2007,11,1
70.2,33.4,2007,11,1
70.2,34.7,2007,11,4
74.8,34.5,2007,11,5
25,11,2007,10,1
39.2,39.4,2007,10,1
42.2,37.8,2007,10,3
44.2,34.1,2007,10,2
44.4,33.6,2007,10,1
45.1,33.7,2007,10,2
47.5,43,2007,10,8
62.1,32.5,2007,10,1
62.6,31.4,2007,10,2
65.3,31.5,2007,10,2
66.2,31,2007,10,3
68.4,33.5,2007,10,4
68.9,29.1,2007,10,4
69.4,33,2007,10,1
69.9,33.4,2007,10,6
74.5,34.2,2007,10,3
74.8,34.2,2007,10,5
75.1,33.9,2007,10,6
75.6,33.1,2007,10,5
20.9,14.5,2007,9,2
22.8,10.1,2007,9,3
24.4,14.3,2007,9,1
24.9,12.1,2007,9,2
44.2,32.8,2007,9,1
44.4,33,2007,9,2
44.4,33.1,2007,9,2
44.4,35.5,2007,9,2
64.2,31.6,2007,9,1
66,32.6,2007,9,1
66,32.7,2007,9,1
66.6,31.5,2007,9,2
67.9,32.3,2007,9,2
68.9,33.8,2007,9,3
70.4,34.3,2007,9,3
72.4,34.9,2007,9,3
74.1,34.3,2007,9,3
74.8,33.7,2007,9,4
74.9,33.6,2007,9,6
24.7,14.2,2007,8,1
41.5,40,2007,8,3
43.6,34.5,2007,8,2
43.7,34.6,2007,8,4
47.1,42.8,2007,8,2
47.7,42.4,2007,8,3
51.1,11.3,2007,8,1
61.9,31,2007,8,1
65.1,32.3,2007,8,2
68.1,33.7,2007,8,1
68.8,29.6,2007,8,8
68.9,34.4,2007,8,1
69.1,28.9,2007,8,2
69.3,32.9,2007,8,1
73.8,34.4,2007,8,2
74.1,34.5,2007,8,3
74.2,33.2,2007,8,3
75.2,33.3,2007,8,3
2.4,36.6,2007,7,1
3.9,36.7,2007,7,2
4.3,35.3,2007,7,1
4.4,36.7,2007,7,4
42.4,34.1,2007,7,1
42.8,33.6,2007,7,2
45.3,31.3,2007,7,1
45.6,33.7,2007,7,3
62.2,32.5,2007,7,1
62.5,33,2007,7,1
62.6,32.7,2007,7,2
64.9,32.3,2007,7,1
65.6,31.7,2007,7,1
66.1,30.5,2007,7,1
67.6,32.6,2007,7,1
68,34.2,2007,7,2
68.2,32.6,2007,7,1
68.3,33.6,2007,7,2
68.5,33.4,2007,7,3
68.9,33.7,2007,7,1
70.7,35,2007,7,1
70.9,34.7,2007,7,3
75.5,33.5,2007,7,3
3,28,2007,6,1
3,36.1,2007,6,2
3,36.6,2007,6,2
3.7,36.7,2007,6,2
8,17,2007,6,2
34.4,31.5,2007,6,2
35.2,31.9,2007,6,3
41.2,37.1,2007,6,4
44.6,43.5,2007,6,6
45.5,43.1,2007,6,5
46.4,43.2,2007,6,1
47,40,2007,6,3
47.2,30.3,2007,6,5
63,32.5,2007,6,1
64.2,31.1,2007,6,3
64.2,31.7,2007,6,1
65.8,31.8,2007,6,1
65.9,32.1,2007,6,1
66.5,31.9,2007,6,1
67.2,32.3,2007,6,2
67.4,32.3,2007,6,2
67.5,33,2007,6,1
68.4,32.4,2007,6,1
68.8,34.3,2007,6,2
68.9,33.3,2007,6,3
69.1,33.5,2007,6,3
69.3,33.2,2007,6,2
70,33.2,2007,6,2
70.1,34.4,2007,6,1
74.7,34.5,2007,6,3
75,33.7,2007,6,3
75,33.9,2007,6,2
2,36.3,2007,5,2
2.2,36.2,2007,5,1
3.6,36.7,2007,5,3
4,36.7,2007,5,2
4.2,36.7,2007,5,2
7.2,19.5,2007,5,1
8.3,36.8,2007,5,1
8.4,19.1,2007,5,2
40.5,38,2007,5,4
40.5,39.4,2007,5,4
40.9,37.4,2007,5,3
42.5,37.5,2007,5,2
43,37.6,2007,5,2
43.5,34.9,2007,5,2
44.3,32.9,2007,5,1
45.3,34.6,2007,5,3
46.1,43.4,2007,5,2
46.5,43.3,2007,5,1
47.6,42.5,2007,5,1
60.7,27.2,2007,5,1
62.2,34.3,2007,5,1
62.6,31.5,2007,5,1
62.7,28.8,2007,5,1
63,31.8,2007,5,1
63.2,35.5,2007,5,2
63.4,32.2,2007,5,1
63.5,34.9,2007,5,1
65.4,32.5,2007,5,1
65.6,33,2007,5,1
65.7,32.4,2007,5,1
66,31.3,2007,5,2
67.5,31.5,2007,5,1
68.4,33.4,2007,5,1
68.6,33.7,2007,5,2
69.1,34,2007,5,5
69.1,36.6,2007,5,1
69.8,34.8,2007,5,1
70,33.5,2007,5,1
70.1,33,2007,5,1
71,34.9,2007,5,2
71.3,35.2,2007,5,1
74.3,33.5,2007,5,2
74.3,34.3,2007,5,2
74.7,33.9,2007,5,1
75,33.3,2007,5,2
75,33.8,2007,5,3
75.2,33.8,2007,5,2
75.3,13.5,2007,5,1
75.9,33.1,2007,5,3
0.3,34.7,2007,4,2
1.4,36.2,2007,4,1
3.2,36.6,2007,4,1
3.5,36.6,2007,4,1
3.5,36.8,2007,4,4
4.9,36.7,2007,4,4
42.1,36.8,2007,4,1
43.6,37.3,2007,4,3
44.2,33.3,2007,4,2
44.5,33.6,2007,4,1
44.9,34.4,2007,4,1
45.7,42.8,2007,4,2
46.3,43.4,2007,4,3
46.6,43.3,2007,4,4
46.8,36.3,2007,4,2
47.5,40.5,2007,4,2
63.8,35.8,2007,4,1
65.7,32.6,2007,4,1
68,29.8,2007,4,4
68.4,28.4,2007,4,2
68.7,33.5,2007,4,3
69.5,33.1,2007,4,1
69.5,33.7,2007,4,1
69.7,34,2007,4,1
69.8,33.3,2007,4,1
70,33.1,2007,4,1
70.1,34.3,2007,4,1
70.2,33,2007,4,2
70.2,33.5,2007,4,2
70.2,34.5,2007,4,1
71.1,34.8,2007,4,3
74.4,34.2,2007,4,3
74.5,33,2007,4,2
74.6,33.3,2007,4,5
74.8,33.8,2007,4,2
74.8,33.9,2007,4,2
75,33.6,2007,4,1
75.4,32.4,2007,4,1
75.6,33.2,2007,4,1
76,33.5,2007,4,1
79.1,16.8,2007,4,1
1.8,19.1,2007,3,2
1.8,36.6,2007,3,1
2.6,36.5,2007,3,1
3.6,36.8,2007,3,1
4,36.5,2007,3,1
4.3,36.8,2007,3,1
4.5,35.7,2007,3,1
6.2,36.4,2007,3,1
7.5,18.5,2007,3,1
8.6,17.5,2007,3,1
22.4,13.4,2007,3,1
34.3,31.4,2007,3,1
35,32.3,2007,3,3
36.3,36.6,2007,3,1
36.5,36.8,2007,3,2
39.4,39.1,2007,3,1
39.5,39.7,2007,3,1
39.6,39,2007,3,1
43.8,39,2007,3,1
44.3,37.1,2007,3,1
44.3,38.6,2007,3,1
44.8,43.4,2007,3,5
45,44.8,2007,3,2
45.7,36.1,2007,3,1
45.9,36,2007,3,1
46.2,42.9,2007,3,1
46.3,43.5,2007,3,1
46.9,34.9,2007,3,1
62,34.5,2007,3,1
62.8,32.9,2007,3,1
63.1,35.8,2007,3,1
64.9,31.5,2007,3,3
65,32.8,2007,3,1
65.5,32,2007,3,1
65.6,28.5,2007,3,3
68.1,32.9,2007,3,1
68.3,33.4,2007,3,1
68.4,33.8,2007,3,1
69,33.1,2007,3,1
69.1,33.6,2007,3,1
69.2,29,2007,3,2
69.2,34.6,2007,3,1
69.3,33.1,2007,3,1
69.3,34.5,2007,3,1
69.7,33.8,2007,3,1
70.8,35.3,2007,3,3
71.1,34.9,2007,3,3
71.2,34.7,2007,3,1
74,34.6,2007,3,2
74.1,33.8,2007,3,1
74.2,33.4,2007,3,1
74.2,34.5,2007,3,2
74.3,33.6,2007,3,2
74.4,33.6,2007,3,1
74.6,34,2007,3,1
74.8,33.2,2007,3,2
74.9,34,2007,3,2
75,33.5,2007,3,2
75.5,33.2,2007,3,2
75.7,33,2007,3,2
75.7,33.1,2007,3,2
-1.4,43.6,2007,2,1
-0.8,32.4,2007,2,1
0.3,35.6,2007,2,1
3.1,36.6,2007,2,1
3.5,36.7,2007,2,2
3.7,36.3,2007,2,1
3.8,36.5,2007,2,1
4,36,2007,2,1
4.1,34.7,2007,2,1
4.2,36.5,2007,2,1
4.6,36.6,2007,2,1
5.7,36.6,2007,2,1
6.3,36.7,2007,2,1
6.8,36.9,2007,2,1
20.5,19.1,2007,2,1
21.9,12.7,2007,2,1
21.9,14.5,2007,2,1
24.1,13.1,2007,2,1
26.6,11.9,2007,2,1
35.1,31.6,2007,2,1
35.1,32.4,2007,2,1
35.3,32.4,2007,2,2
39,39.1,2007,2,1
39.4,39.2,2007,2,1
39.6,24.5,2007,2,1
40.6,38.5,2007,2,2
41,38.1,2007,2,1
42.5,37.2,2007,2,2
43.8,35.3,2007,2,1
44,37,2007,2,2
44,38,2007,2,1
44.2,33.1,2007,2,1
44.3,32,2007,2,2
44.3,37.6,2007,2,2
44.4,32,2007,2,1
44.4,34,2007,2,1
44.5,39.3,2007,2,2
44.9,37,2007,2,2
45,43.3,2007,2,2
45.3,43,2007,2,1
46.1,43.2,2007,2,1
46.4,43.3,2007,2,1
46.6,43.4,2007,2,4
46.7,43.9,2007,2,1
47.3,30.3,2007,2,1
47.3,43.1,2007,2,1
47.5,43.3,2007,2,1
47.6,42.9,2007,2,2
61.3,31.7,2007,2,1
62.1,32.8,2007,2,1
62.8,32.6,2007,2,1
63.7,32.4,2007,2,1
64.3,31.6,2007,2,1
64.3,31.7,2007,2,1
65.3,31.6,2007,2,1
65.6,32.9,2007,2,1
65.7,29.5,2007,2,1
65.9,31.5,2007,2,2
66.5,36.8,2007,2,1
66.6,32.2,2007,2,1
66.7,31.9,2007,2,1
66.8,32.5,2007,2,1
67.7,29.2,2007,2,1
67.7,33.8,2007,2,1
67.8,32.5,2007,2,1
68.5,33.3,2007,2,1
68.6,29.2,2007,2,9
68.6,33,2007,2,1
68.8,33.2,2007,2,1
68.8,33.3,2007,2,1
68.8,36.8,2007,2,1
69.2,32.9,2007,2,1
69.2,34.2,2007,2,2
69.6,33.8,2007,2,1
69.6,34.8,2007,2,1
69.6,34.9,2007,2,1
69.9,33.5,2007,2,3
70.3,33.7,2007,2,1
70.6,34.7,2007,2,1
71,34.3,2007,2,1
71.5,34.8,2007,2,2
72,34.6,2007,2,1
72.4,35,2007,2,1
73.9,34.5,2007,2,1
74,34.7,2007,2,1
74.1,33.7,2007,2,1
74.2,33.7,2007,2,1
74.3,34.5,2007,2,1
74.4,34,2007,2,1
74.5,34.1,2007,2,1
74.6,34.4,2007,2,1
74.7,34,2007,2,1
74.9,32.4,2007,2,1
74.9,33.7,2007,2,1
75.1,13.5,2007,2,1
75.1,34,2007,2,1
75.2,33.9,2007,2,1
75.3,33.5,2007,2,2
75.5,33.1,2007,2,2
75.5,33.4,2007,2,1
75.6,33.5,2007,2,1
75.8,33,2007,2,1
79.7,16.2,2007,2,1
79.7,17.4,2007,2,1
3.4,36.7,2007,1,1
3.6,36.5,2007,1,1
3.8,36.7,2007,1,1
3.8,36.8,2007,1,1
4.1,36.7,2007,1,1
4.1,36.9,2007,1,1
4.2,36,2007,1,1
4.3,36.7,2007,1,1
5.7,34.9,2007,1,1
5.8,36.8,2007,1,1
6.4,36.8,2007,1,1
6.9,36.9,2007,1,1
8,16,2007,1,1
21.4,12.2,2007,1,1
22.8,10.9,2007,1,1
32.8,39.9,2007,1,1
34.3,31.2,2007,1,1
34.8,32.1,2007,1,1
35,32.2,2007,1,1
35.1,32.3,2007,1,1
35.2,31.8,2007,1,1
35.2,32,2007,1,1
36.2,37.1,2007,1,1
38,38.5,2007,1,1
38.1,39.9,2007,1,1
38.9,39.3,2007,1,1
39.5,40.5,2007,1,1
39.8,39.2,2007,1,1
40.1,38.4,2007,1,1
40.1,39.2,2007,1,1
40.3,37.4,2007,1,1
40.4,39.3,2007,1,1
40.7,38.5,2007,1,1
41,38.8,2007,1,1
41,39.3,2007,1,1
41.3,37.9,2007,1,1
41.4,37.4,2007,1,1
41.7,39,2007,1,1
42.1,38.3,2007,1,1
42.3,38.5,2007,1,1
43.2,36.4,2007,1,1
43.2,39.7,2007,1,1
43.4,40.4,2007,1,1
43.6,37.2,2007,1,1
43.6,43.5,2007,1,2
43.7,37.1,2007,1,1
43.7,37.6,2007,1,1
43.7,38.4,2007,1,1
44,39.9,2007,1,1
44.1,39.5,2007,1,1
44.3,39.7,2007,1,1
44.4,32.2,2007,1,1
44.7,36.9,2007,1,1
44.7,43.7,2007,1,1
44.8,43.2,2007,1,10
44.9,43.1,2007,1,1
45,30.5,2007,1,1
45,36.4,2007,1,1
45.1,43.2,2007,1,1
45.1,43.7,2007,1,1
45.2,34.3,2007,1,1
45.8,42.9,2007,1,1
45.8,43.2,2007,1,1
46,35.2,2007,1,1
46,35.6,2007,1,1
46.7,43.2,2007,1,1
47,39.7,2007,1,1
47.1,42.7,2007,1,1
47.3,39.6,2007,1,2
47.6,42.7,2007,1,1
47.8,42.1,2007,1,1
61.2,34.2,2007,1,1
62,33.7,2007,1,1
62.2,32.7,2007,1,1
62.2,34.2,2007,1,1
63.3,33.8,2007,1,1
63.8,26.2,2007,1,1
64.5,32.4,2007,1,1
64.5,32.5,2007,1,1
65,33,2007,1,1
65.1,31.6,2007,1,1
66.7,36.8,2007,1,1
66.9,25,2007,1,1
67.1,32.3,2007,1,1
67.5,32.6,2007,1,1
68.1,28.7,2007,1,1
68.1,32.6,2007,1,3
68.1,33.2,2007,1,1
68.2,33.4,2007,1,1
68.2,33.7,2007,1,1
68.4,33.7,2007,1,1
68.4,36.9,2007,1,1
69.2,33.6,2007,1,2
69.3,33.7,2007,1,2
69.3,34.7,2007,1,1
69.4,35.7,2007,1,1
69.8,32.6,2007,1,1
69.8,33.7,2007,1,1
70.1,33.4,2007,1,1
70.1,33.5,2007,1,2
70.2,34.2,2007,1,3
70.3,34.1,2007,1,2
70.3,34.5,2007,1,1
70.4,35,2007,1,1
70.5,34.4,2007,1,1
70.7,34.3,2007,1,1
70.9,34.6,2007,1,1
71.1,34.3,2007,1,1
71.2,34.9,2007,1,1
71.5,35.2,2007,1,1
71.5,35.3,2007,1,3
74.3,34.4,2007,1,1
74.4,33.5,2007,1,1
74.4,34.4,2007,1,1
74.5,33.2,2007,1,1
74.5,33.4,2007,1,1
74.6,34.2,2007,1,1
74.8,32.7,2007,1,1
74.9,34.3,2007,1,1
75.1,33.3,2007,1,1
75.2,32.5,2007,1,1
75.3,33.6,2007,1,1
75.7,33.3,2007,1,1
77.7,14.4,2007,1,1
78,15.5,2007,1,1
79.4,16.1,2007,1,1
79.5,15.5,2007,1,1
79.5,17.5,2007,1,1
79.8,19.9,2007,1,1
79.9,17.9,2007,1,1
6.2,36.8,2007,0,1
21.6,17.2,2007,0,1
24.9,14.7,2007,0,1
37.7,55.5,2007,0,1
38.5,40.5,2007,0,1
39.6,11.8,2007,0,1
40,11.2,2007,0,1
42,44.2,2007,0,1
42.9,43.4,2007,0,1
43.9,43.5,2007,0,1
44.7,43.4,2007,0,1
44.8,43.3,2007,0,2
44.9,43.2,2007,0,3
45,38.6,2007,0,1
45.1,36.7,2007,0,1
45.1,37.6,2007,0,1
45.3,43.6,2007,0,1
45.9,43,2007,0,1
46.6,43.1,2007,0,1
46.7,34.8,2007,0,1
46.9,40,2007,0,1
46.9,40.3,2007,0,1
46.9,42.7,2007,0,1
46.9,42.8,2007,0,1
46.9,43.2,2007,0,1
47,35.3,2007,0,1
47.3,39.5,2007,0,1
47.6,42.6,2007,0,2
47.6,42.8,2007,0,1
48.2,42.1,2007,0,1
48.3,42.1,2007,0,1
62.1,26.1,2007,0,1
62.1,32.4,2007,0,1
62.1,33.3,2007,0,1
62.5,31,2007,0,1
62.7,31.4,2007,0,1
62.8,27.7,2007,0,1
62.9,34.2,2007,0,1
64.2,31.9,2007,0,1
65.7,31.2,2007,0,1
66.2,27.7,2007,0,1
67.5,29.7,2007,0,4
68.1,33.1,2007,0,1
68.3,29.3,2007,0,2
68.6,36.3,2007,0,1
68.9,29.5,2007,0,7
69.1,29.1,2007,0,2
69.2,28.8,2007,0,1
69.4,30.2,2007,0,1
69.4,34,2007,0,1
69.5,33.2,2007,0,1
69.5,33.3,2007,0,1
69.8,33.8,2007,0,1
70.1,33.3,2007,0,1
70.2,34.1,2007,0,1
70.3,34.3,2007,0,1
70.8,35,2007,0,1
71.1,34.1,2007,0,1
71.4,33.6,2007,0,1
72,34,2007,0,1
76.2,39.7,2007,0,1
77,20,2007,0,1
15,12.1,2008,738,7
44.4,33.3,2008,703,104
44,42.3,2008,612,7
72.4,34.8,2008,432,47
34.4,31.4,2008,406,20
32.4,15.6,2008,340,4
71.5,34.8,2008,316,42
63.9,31.6,2008,285,35
43.1,36.3,2008,279,75
64,31,2008,265,21
19,15,2008,249,2
47.8,30.5,2008,230,15
71.4,34.8,2008,182,37
71.4,34.7,2008,181,24
71.5,34.7,2008,165,27
64.6,31.8,2008,156,35
69.8,32.6,2008,147,7
34.5,31.5,2008,139,56
64.4,31.6,2008,139,26
72.3,35.1,2008,131,16
42.6,36.2,2008,127,14
64.1,30.9,2008,125,12
71.5,33.7,2008,123,15
65.4,31.6,2008,122,22
66,32.1,2008,119,10
72.3,34.8,2008,119,28
71.9,34.6,2008,107,12
66.7,33,2008,106,9
65,32.1,2008,105,16
65.5,32.6,2008,102,8
65.5,32.9,2008,94,9
44.6,37.3,2008,93,11
69.7,34.8,2008,87,22
62.3,33.4,2008,84,3
62.9,31.7,2008,84,7
65.7,31.6,2008,77,23
69.7,32.3,2008,76,6
66.4,31,2008,74,11
72.2,35,2008,72,3
44.6,33.7,2008,69,10
71.4,34.9,2008,69,12
72.5,34.9,2008,67,10
72.8,33.8,2008,67,1
69.2,34.5,2008,66,20
65.2,31.1,2008,65,21
68.4,33.3,2008,63,17
71.4,34.5,2008,62,5
42.6,37.4,2008,58,14
65.9,32.6,2008,56,13
69,33.4,2008,56,11
44.4,34.5,2008,54,2
65.6,31.8,2008,52,4
65,31.6,2008,51,8
71.6,34,2008,51,4
34.5,31.6,2008,50,9
66,32.8,2008,50,12
67,32.2,2008,50,6
67.8,33.3,2008,50,19
69.2,33,2008,50,5
70.5,34,2008,50,1
70.9,35.1,2008,49,2
67.1,33.5,2008,47,4
68.8,32.4,2008,47,14
45,34,2008,46,8
69.6,32.3,2008,46,4
62.3,27.4,2008,45,2
72.4,34.9,2008,45,8
3.7,36.7,2008,44,2
69.9,33.5,2008,43,14
43.7,34.6,2008,42,6
44.8,43.4,2008,42,5
67.1,32.3,2008,42,2
43.9,34.2,2008,41,8
69.2,29,2008,41,1
65.6,31.7,2008,40,2
71.1,35,2008,40,7
71.6,34.2,2008,40,8
45.7,43.3,2008,39,23
69.1,28.9,2008,39,6
61.9,31,2008,38,7
69.3,33.2,2008,38,5
69.9,33.3,2008,38,10
44.1,34,2008,37,2
62.5,32.6,2008,37,3
69.8,34.7,2008,37,1
44.7,33.7,2008,36,2
62.8,32.8,2008,36,6
69.3,32.5,2008,36,3
70.3,33,2008,36,3
43.1,12.7,2008,35,2
44.5,33.6,2008,35,1
72.5,34.5,2008,35,1
74.2,34.4,2008,35,11
-3,20,2008,34,1
34.3,31.3,2008,34,15
66.2,32.4,2008,34,1
67.4,32.3,2008,34,1
69.4,33.4,2008,34,8
70.1,33,2008,34,4
71,33.7,2008,34,2
23,13,2008,33,6
26,16,2008,33,6
64.8,32.4,2008,33,7
70.8,33.5,2008,33,4
1.8,19.1,2008,32,1
43.6,37.2,2008,32,3
44.2,33.8,2008,32,1
47.2,30.3,2008,32,3
62,25.6,2008,32,3
63.3,32,2008,32,4
68,33.2,2008,32,6
69.8,33.3,2008,32,4
44,33.2,2008,31,1
63.9,35.6,2008,31,4
68.9,33.4,2008,31,1
69.9,34.6,2008,31,1
45.8,32.5,2008,30,7
62.9,32.2,2008,30,8
65.6,31.6,2008,30,6
66.7,32.6,2008,30,5
71.5,33.6,2008,30,3
65.8,31,2008,29,9
68,34.2,2008,29,8
68.3,33.1,2008,29,2
72.1,34.2,2008,29,4
47.5,43,2008,28,16
69.9,33,2008,28,2
70.6,33,2008,27,4
70.9,31.8,2008,27,2
6.9,33.3,2008,26,2
67.3,32.2,2008,26,2
67.6,32.2,2008,26,2
68.4,33.5,2008,26,9
70.1,32.3,2008,26,3
72.9,19,2008,26,5
42.5,37.9,2008,25,4
67.2,31.9,2008,25,5
43.3,33.4,2008,24,3
68.7,33.9,2008,24,6
70,33.4,2008,24,3
71.3,34.8,2008,24,8
22.6,14,2008,23,1
42.4,38.3,2008,23,1
43.6,34.5,2008,23,5
44.6,33.1,2008,23,2
63.3,35.6,2008,23,1
64.7,32.5,2008,23,7
64.9,32.4,2008,23,1
67.2,32.2,2008,23,11
68.8,34.3,2008,23,3
70.2,33.4,2008,23,4
24.9,13.5,2008,22,2
69.7,33.2,2008,22,4
74.3,31.5,2008,22,1
26.7,13.6,2008,21,1
43.9,33.4,2008,21,1
44,33,2008,21,4
44.2,15.4,2008,21,2
44.5,33.8,2008,21,2
64.1,31.3,2008,21,4
67,32.5,2008,21,3
69.7,34.6,2008,21,3
74.8,34.1,2008,21,5
1,20.2,2008,20,2
34.2,31.3,2008,20,11
62.5,32.5,2008,20,11
69,28.8,2008,20,2
69.3,32.7,2008,20,7
69.5,33.2,2008,20,2
69.7,33.4,2008,20,5
70.2,34.2,2008,20,1
74.7,32.6,2008,20,4
43.7,16.9,2008,19,1
44.8,43.2,2008,19,16
45.1,33.7,2008,19,3
66.9,32.1,2008,19,4
69.4,32.3,2008,19,3
69.9,33.4,2008,19,14
40.8,39.1,2008,18,7
43.2,37.6,2008,18,8
60.9,29.5,2008,18,4
65,32.5,2008,18,9
66,32.7,2008,18,1
69.5,32.3,2008,18,2
69.9,34.8,2008,18,2
70,32.5,2008,18,1
70.1,32.9,2008,18,3
71.5,34.9,2008,18,4
72.2,34.9,2008,18,2
3.6,36.8,2008,17,3
5.7,34.9,2008,17,1
26.6,18.2,2008,17,1
45.5,43.1,2008,17,8
63.5,35.5,2008,17,3
64.3,31.6,2008,17,1
68.2,33.4,2008,17,4
74.5,34.3,2008,17,9
10.2,19.8,2008,16,2
24.4,13.2,2008,16,1
24.6,14.6,2008,16,2
24.6,14.7,2008,16,2
41.9,36.3,2008,16,2
42.4,36.4,2008,16,2
63.1,32.2,2008,16,2
67.6,32.7,2008,16,2
69.4,33.5,2008,16,3
70.4,34.3,2008,16,5
71.3,34.4,2008,16,3
74.8,34.3,2008,16,2
76,39.5,2008,16,1
4.2,36.8,2008,15,9
34.4,31.5,2008,15,2
43.5,34.9,2008,15,2
44.2,32.9,2008,15,1
44.2,35.2,2008,15,1
45,43,2008,15,2
46.1,43,2008,15,6
65.5,32,2008,15,3
66.3,32.9,2008,15,3
66.7,32,2008,15,2
67.2,32.9,2008,15,1
69.4,33.7,2008,15,1
69.5,33.3,2008,15,3
70,33,2008,15,2
71,35.2,2008,15,1
74.4,34.7,2008,15,1
-5.6,15.3,2008,14,1
4.3,36.8,2008,14,2
42.5,37.5,2008,14,3
42.8,33.6,2008,14,1
47.5,40.5,2008,14,1
65.5,31.6,2008,14,5
69.3,32.8,2008,14,1
71.1,34.8,2008,14,2
71.3,34.7,2008,14,8
79.8,19.9,2008,14,2
24,15.4,2008,13,1
39.8,39.2,2008,13,2
45,36.5,2008,13,7
46.6,43.3,2008,13,6
62.4,33.2,2008,13,3
63.8,34.3,2008,13,1
65,32.2,2008,13,1
65.5,31.5,2008,13,2
66.2,31,2008,13,6
67,30.2,2008,13,12
67.8,32.9,2008,13,5
68.7,33.7,2008,13,4
69.7,32.4,2008,13,2
71.3,34.5,2008,13,1
71.6,34.8,2008,13,3
72.5,35.1,2008,13,2
74.9,33.8,2008,13,8
-11.8,22.5,2008,12,1
3.9,36.4,2008,12,1
40.2,37.9,2008,12,2
40.6,39,2008,12,2
47,40,2008,12,1
62.5,31,2008,12,3
63.1,35.2,2008,12,1
65,32,2008,12,1
65.2,32,2008,12,2
67.4,32.5,2008,12,6
68,33.1,2008,12,3
68.3,33.8,2008,12,1
69.6,34.9,2008,12,1
70.5,33,2008,12,2
70.8,34.3,2008,12,1
72.6,34.8,2008,12,2
3,28,2008,11,6
3.6,36.7,2008,11,4
41.7,36,2008,11,1
43.5,37.3,2008,11,1
43.8,34.5,2008,11,2
44,37.5,2008,11,1
44.2,34.1,2008,11,2
44.4,32.5,2008,11,1
44.7,43.3,2008,11,3
45.7,43,2008,11,2
62.2,32.5,2008,11,1
62.9,31.6,2008,11,2
68.4,33.6,2008,11,3
68.9,32.5,2008,11,1
69.1,32.8,2008,11,1
69.2,34,2008,11,5
70,32.7,2008,11,1
70.9,35,2008,11,4
71.1,33.5,2008,11,1
71.2,34.3,2008,11,1
74.8,34.2,2008,11,7
2.1,36,2008,10,1
4.7,18.4,2008,10,1
7.8,18.5,2008,10,2
22.6,14.1,2008,10,2
43.7,37.1,2008,10,2
44,37,2008,10,6
44.6,43.5,2008,10,6
48.1,41.7,2008,10,1
53,32,2008,10,1
62.2,33.2,2008,10,3
63.2,35.5,2008,10,2
65.9,32.7,2008,10,2
68.4,33.8,2008,10,2
68.8,34.2,2008,10,1
68.9,33.8,2008,10,4
74.1,33.8,2008,10,3
75.1,32.6,2008,10,3
75.6,33.1,2008,10,8
-16.3,13.1,2008,9,1
25.4,14.8,2008,9,2
35.3,32.2,2008,9,7
39,39.6,2008,9,1
39.2,39.4,2008,9,4
41.9,37.5,2008,9,4
42.7,36.5,2008,9,1
44.3,32.9,2008,9,1
44.8,43.3,2008,9,2
45.1,37.6,2008,9,1
45.2,36.3,2008,9,1
45.7,43.1,2008,9,1
47.6,42.7,2008,9,3
61.3,33,2008,9,1
62.1,30.2,2008,9,1
63.8,35,2008,9,4
64,26.7,2008,9,2
64.5,32.5,2008,9,5
64.8,32.1,2008,9,4
65,33,2008,9,3
66.1,30.2,2008,9,1
66.5,32.2,2008,9,4
67.3,31.4,2008,9,2
67.8,32.8,2008,9,3
68.6,28.6,2008,9,2
69.3,34.5,2008,9,3
70.1,33.6,2008,9,3
70.2,33,2008,9,1
70.9,34.7,2008,9,3
71.5,34.4,2008,9,3
71.6,34.7,2008,9,5
72.5,34.4,2008,9,2
74,34.7,2008,9,5
74.1,33.1,2008,9,2
74.1,33.6,2008,9,3
74.4,34.5,2008,9,5
